"","IBA","ID","country","currentRich","futureRich","emmigrants","colonists","stablesp","GCM","SDM"
"17116","Sistema de lagunas de Vilama-Pululos","19459","Argentina","42","47","1","6","41","GFDLCM3","RF"
"17117","Chaco de Tartagal","19460","Argentina","77","58","22","3","55","GFDLCM3","RF"
"17118","Chaguaral","19461","Argentina","86","57","33","4","53","GFDLCM3","RF"
"17119","Parque Nacional El Rey","19462","Argentina","65","56","17","8","48","GFDLCM3","RF"
"17120","Quebrada del Toro","19463","Argentina","57","58","3","4","54","GFDLCM3","RF"
"17121","Itiyuro-Tuyunti","19464","Argentina","75","55","22","2","53","GFDLCM3","RF"
"17122","Lomas de Olmedo","19465","Argentina","71","16","58","3","13","GFDLCM3","RF"
"17123","Lotes 32 y 33, Maíz Gordo","19466","Argentina","86","54","34","2","52","GFDLCM3","RF"
"17124","Cuesta del Obispo","19467","Argentina","60","63","2","5","58","GFDLCM3","RF"
"17125","Palomitas y Ebro","19468","Argentina","77","56","28","7","49","GFDLCM3","RF"
"17126","Parque Provincial Laguna Pintascayoc","19469","Argentina","92","75","20","3","72","GFDLCM3","RF"
"17127","La Porcelana","19470","Argentina","76","57","20","1","56","GFDLCM3","RF"
"17128","Quebrada de las Conchas","19471","Argentina","65","70","4","9","61","GFDLCM3","RF"
"17129","Río Seco","19472","Argentina","84","65","22","3","62","GFDLCM3","RF"
"17130","Sierras de Carahuasi","19473","Argentina","64","65","5","6","59","GFDLCM3","RF"
"17131","Salta Forestal","19474","Argentina","71","46","27","2","44","GFDLCM3","RF"
"17132","Sierra de Metán","19475","Argentina","85","46","42","3","43","GFDLCM3","RF"
"17133","Felipe Yofre","19476","Argentina","66","66","5","5","61","GFDLCM3","RF"
"17134","Extremo noreste de Corrientes","19477","Argentina","107","109","5","7","102","GFDLCM3","RF"
"17135","Región Estancia Oscuro","19478","Argentina","68","66","7","5","61","GFDLCM3","RF"
"17136","Sistema Península de Valdés","19479","Argentina","41","41","1","1","40","GFDLCM3","RF"
"17137","Punta León","19480","Argentina","35","34","4","3","31","GFDLCM3","RF"
"17138","Complejo Punta Tombo  - Punta Atlas","19481","Argentina","31","31","2","2","29","GFDLCM3","RF"
"17139","Punta Gutierrez - Bahía Camarones","19482","Argentina","32","33","1","2","31","GFDLCM3","RF"
"17140","Norte del Golfo San Jorge","19483","Argentina","38","37","4","3","34","GFDLCM3","RF"
"17141","Comodoro Rivadavia","19484","Argentina","33","38","0","5","33","GFDLCM3","RF"
"17142","Parque Nacional Lago Puelo - Parque Provincial Río Turbio","19485","Argentina","52","49","5","2","47","GFDLCM3","RF"
"17143","Parque Nacional Los Alerces y Laguna Terraplén","19486","Argentina","52","50","4","2","48","GFDLCM3","RF"
"17144","Lago La Plata - Fontana","19487","Argentina","53","53","3","3","50","GFDLCM3","RF"
"17145","Reserva Provincial Aleusco","19488","Argentina","42","32","10","0","32","GFDLCM3","RF"
"17146","Parque Nacional El Palmar","19489","Argentina","66","61","9","4","57","GFDLCM3","RF"
"17147","Yala","19490","Argentina","69","47","23","1","46","GFDLCM3","RF"
"17148","Yavi y Yavi Chico","19491","Argentina","61","65","3","7","58","GFDLCM3","RF"
"17149","Yuto y Vinalito","19492","Argentina","94","79","20","5","74","GFDLCM3","RF"
"17150","Sierra de Zapla","19493","Argentina","69","47","23","1","46","GFDLCM3","RF"
"17151","Sierras de Puesto Viejo","19494","Argentina","91","73","20","2","71","GFDLCM3","RF"
"17152","Reserva Provincial Parque Luro","19495","Argentina","48","41","7","0","41","GFDLCM3","RF"
"17153","Victorica","19496","Argentina","42","9","35","2","7","GFDLCM3","RF"
"17154","Jagüel  del Monte","19497","Argentina","43","11","34","2","9","GFDLCM3","RF"
"17155","Parque Nacional Lihue Calel","19498","Argentina","46","16","31","1","15","GFDLCM3","RF"
"17156","Bañados del Río Atuel","19499","Argentina","48","14","36","2","12","GFDLCM3","RF"
"17157","Parque Nacional Talampaya","19500","Argentina","31","32","1","2","30","GFDLCM3","RF"
"17158","Reserva Provincial Laguna Brava","19501","Argentina","31","33","0","2","31","GFDLCM3","RF"
"17159","Llanos de Jagüé","19502","Argentina","41","39","4","2","37","GFDLCM3","RF"
"17160","Bosques de Olta","19503","Argentina","43","44","5","6","38","GFDLCM3","RF"
"17161","Bosques de Chacho","19504","Argentina","54","52","5","3","49","GFDLCM3","RF"
"17162","Fincas Santiago y San Andrés","19505","Argentina","64","58","10","4","54","GFDLCM3","RF"
"17163","Sierra de Santa Victoria","19506","Argentina","77","74","8","5","69","GFDLCM3","RF"
"17164","Sierra Rosario de la Frontera","19507","Argentina","85","64","23","2","62","GFDLCM3","RF"
"17165","Río Santa María","19508","Argentina","94","62","34","2","60","GFDLCM3","RF"
"17166","Socompá-Llullaillaco","19509","Argentina","35","37","1","3","34","GFDLCM3","RF"
"17167","Santa Victoria, Cañani y Cayotal","19510","Argentina","52","28","26","2","26","GFDLCM3","RF"
"17168","Luracatao y Valles Calchaquíes","19511","Argentina","55","58","0","3","55","GFDLCM3","RF"
"17169","Sierra de Zenta","19513","Argentina","100","96","11","7","89","GFDLCM3","RF"
"17170","Cabo Vírgenes","19514","Argentina","43","44","0","1","43","GFDLCM3","RF"
"17171","Ría Deseado e islas adyacentes","19515","Argentina","35","39","0","4","35","GFDLCM3","RF"
"17172","Parque Nacional Monte León","19516","Argentina","43","39","4","0","39","GFDLCM3","RF"
"17173","Estuario del Río Gallegos","19517","Argentina","47","46","1","0","46","GFDLCM3","RF"
"17174","Estuario del Río Coyle","19518","Argentina","44","44","1","1","43","GFDLCM3","RF"
"17175","Meseta Lago Strobel","19519","Argentina","54","54","0","0","54","GFDLCM3","RF"
"17176","Perdices","19520","Argentina","71","53","20","2","51","GFDLCM3","RF"
"17177","Nandubaysal-El Potrero","19521","Argentina","74","60","16","2","58","GFDLCM3","RF"
"17178","Pastizales de Ibicuy","19522","Argentina","70","57","13","0","57","GFDLCM3","RF"
"17179","Islas de Victoria","19523","Argentina","64","62","6","4","58","GFDLCM3","RF"
"17180","Parque Nacional Pre-Delta","19524","Argentina","61","60","6","5","55","GFDLCM3","RF"
"17181","Ceibas","19525","Argentina","70","53","19","2","51","GFDLCM3","RF"
"17182","Selva de Montiel","19526","Argentina","73","70","6","3","67","GFDLCM3","RF"
"17183","Reserva Natural Formosa","19527","Argentina","67","64","5","2","62","GFDLCM3","RF"
"17184","Valle Fluvial del Río Paraguay","19528","Argentina","90","76","21","7","69","GFDLCM3","RF"
"17185","Reserva El Bagual","19529","Argentina","73","64","11","2","62","GFDLCM3","RF"
"17186","El Cantor","19530","Argentina","67","41","30","4","37","GFDLCM3","RF"
"17187","Misión Taacaglé","19531","Argentina","69","67","6","4","63","GFDLCM3","RF"
"17188","Fortín Sargento Primero Leyes","19532","Argentina","71","72","3","4","68","GFDLCM3","RF"
"17189","Nacientes de los riachos Monte Lindo y Tatú Piré","19533","Argentina","72","72","3","3","69","GFDLCM3","RF"
"17190","Estancia Guaycolec","19534","Argentina","76","69","12","5","64","GFDLCM3","RF"
"17191","Reserva Provincial Laguna de Llancanelo","19535","Argentina","39","29","10","0","29","GFDLCM3","RF"
"17192","Reserva Provincial El Payén","19536","Argentina","46","42","4","0","42","GFDLCM3","RF"
"17193","Reserva de Biosfera de Ñacuñan","19537","Argentina","36","10","27","1","9","GFDLCM3","RF"
"17194","Reserva Provincial Florística y Faunística Bosques Teltecas","19538","Argentina","33","14","21","2","12","GFDLCM3","RF"
"17195","Lagunas de Guanacache","19539","Argentina","42","37","8","3","34","GFDLCM3","RF"
"17196","Parque Nacional Lanín","19540","Argentina","55","56","6","7","49","GFDLCM3","RF"
"17197","Parque Nacional Laguna Blanca","19541","Argentina","35","33","4","2","31","GFDLCM3","RF"
"17198","Laguna de Varvarco Campos y Tapia","19542","Argentina","31","29","4","2","27","GFDLCM3","RF"
"17199","Reserva Provincial Lagunas de Epulaufquen","19543","Argentina","44","37","10","3","34","GFDLCM3","RF"
"17200","Reserva Provincial Tromen","19544","Argentina","34","33","5","4","29","GFDLCM3","RF"
"17201","Area Natural Protegida Auca Mahuida","19545","Argentina","35","29","8","2","27","GFDLCM3","RF"
"17202","Paso de los Indios","19546","Argentina","37","36","6","5","31","GFDLCM3","RF"
"17203","Area Natural Protegida El Mangrullo","19547","Argentina","31","28","10","7","21","GFDLCM3","RF"
"17204","La Angostura y Alto Río Chico","19548","Argentina","39","36","3","0","36","GFDLCM3","RF"
"17205","Monumento Natural Bosques Petrificados y Estancia El Cuadro","19549","Argentina","31","32","0","1","31","GFDLCM3","RF"
"17206","Parque Nacional Perito Moreno y Reserva Provincial San Lorenzo","19550","Argentina","55","55","0","0","55","GFDLCM3","RF"
"17207","Meseta Lago Buenos Aires","19551","Argentina","55","55","0","0","55","GFDLCM3","RF"
"17208","El Zurdo","19552","Argentina","48","48","1","1","47","GFDLCM3","RF"
"17209","Laguna Nimez y costa aledaña del Lago Argentino","19553","Argentina","53","47","6","0","47","GFDLCM3","RF"
"17210","Meseta del Asador (o Aguila)","19554","Argentina","44","44","3","3","41","GFDLCM3","RF"
"17211","Parque Nacional Los Glaciares y adyacencias (Estancias El Sosiego, La Soledad y Anita)","19555","Argentina","58","58","0","0","58","GFDLCM3","RF"
"17212","Estancia El Cóndor","19556","Argentina","47","46","1","0","46","GFDLCM3","RF"
"17213","Salinas de Ambargasta","19557","Argentina","73","74","4","5","69","GFDLCM3","RF"
"17214","Bañado de Añatuya","19558","Argentina","68","50","22","4","46","GFDLCM3","RF"
"17215","Parque Nacional Copo","19559","Argentina","66","66","3","3","63","GFDLCM3","RF"
"17216","Bañados de Figueroa","19560","Argentina","69","67","5","3","64","GFDLCM3","RF"
"17217","Sierras de Guasayán","19561","Argentina","67","56","13","2","54","GFDLCM3","RF"
"17218","Cuña boscosa de Santa Fe","19563","Argentina","74","66","8","0","66","GFDLCM3","RF"
"17219","Jaaukanigás","19564","Argentina","79","69","10","0","69","GFDLCM3","RF"
"17220","Bajos Submeridionales","19565","Argentina","74","73","2","1","72","GFDLCM3","RF"
"17221","Dorso Occidental Subhúmedo de Santa Fe","19566","Argentina","80","80","2","2","78","GFDLCM3","RF"
"17222","Reserva Provincial de Usos Múltiples Federico Wildermuth","19567","Argentina","64","57","10","3","54","GFDLCM3","RF"
"17223","Laguna Melincué","19568","Argentina","52","48","7","3","45","GFDLCM3","RF"
"17224","San Javier","19569","Argentina","73","68","9","4","64","GFDLCM3","RF"
"17225","Parque Nacional El Leoncito","19570","Argentina","32","26","7","1","25","GFDLCM3","RF"
"17226","Reserva de la Biosfera Parque Nacional San Guillermo","19571","Argentina","36","38","1","3","35","GFDLCM3","RF"
"17227","Parque Nacional Sierra de las Quijadas","19572","Argentina","42","35","9","2","33","GFDLCM3","RF"
"17228","Pastizales de La Travesía y Buena Esperanza","19573","Argentina","47","44","8","5","39","GFDLCM3","RF"
"17229","Reserva Costa Atlántica de Tierra del Fuego y zonas adyacentes","19574","Argentina","53","52","1","0","52","GFDLCM3","RF"
"17230","Península Mitre","19575","Argentina","46","45","1","0","45","GFDLCM3","RF"
"17231","Canal Beagle","19576","Argentina","47","48","0","1","47","GFDLCM3","RF"
"17232","Isla de los Estados, Islas de Año Nuevo e islotes adyacentes","19577","Argentina","40","40","1","1","39","GFDLCM3","RF"
"17233","Parque Nacional Tierra del Fuego y Reserva Provincial Corazón de la Isla","19578","Argentina","49","51","0","2","49","GFDLCM3","RF"
"17234","Sierra de Medina","19582","Argentina","96","87","13","4","83","GFDLCM3","RF"
"17235","Sierra de San Javier","19583","Argentina","89","81","13","5","76","GFDLCM3","RF"
"17236","Ruinas de Quilmes","19584","Argentina","48","49","1","2","47","GFDLCM3","RF"
"17237","Parque Nacional Campo de los Alisos","19585","Argentina","78","74","11","7","67","GFDLCM3","RF"
"17238","Río Los Sosa","19586","Argentina","49","56","1","8","48","GFDLCM3","RF"
"17239","Parque Provincial Cumbres Calchaquíes","19587","Argentina","61","59","6","4","55","GFDLCM3","RF"
"17240","El Infiernillo","19588","Argentina","57","51","10","4","47","GFDLCM3","RF"
"17241","Cuesta del Clavillo","19589","Argentina","78","74","11","7","67","GFDLCM3","RF"
"17242","Parque Provincial La Florida","19590","Argentina","49","56","1","8","48","GFDLCM3","RF"
"17243","Trancas","19591","Argentina","50","35","19","4","31","GFDLCM3","RF"
"17244","Reserva Natural de La Angostura","19592","Argentina","57","51","10","4","47","GFDLCM3","RF"
"17245","Parque Provincial Los Ñuñorcos y Reserva Natural Quebrada del Portugués","19593","Argentina","83","86","4","7","79","GFDLCM3","RF"
"17246","Reserva Provincial Santa Ana","19594","Argentina","64","63","6","5","58","GFDLCM3","RF"
"17247","Parque Nacional Iguazú y alrededores","19595","Argentina","137","82","62","7","75","GFDLCM3","RF"
"17248","Parque Provincial Urugua-í","19596","Argentina","138","132","12","6","126","GFDLCM3","RF"
"17249","Parque Provincial Uruzú y Reserva Forestal San Jorge","19597","Argentina","133","77","62","6","71","GFDLCM3","RF"
"17250","Corredor Urugua-í Foerster","19598","Argentina","135","79","62","6","73","GFDLCM3","RF"
"17251","Parque Provincial Guardaparque Horacio Foerster","19599","Argentina","129","74","63","8","66","GFDLCM3","RF"
"17252","San Antonio","19600","Argentina","130","124","13","7","117","GFDLCM3","RF"
"17253","Sierra Morena","19601","Argentina","136","90","52","6","84","GFDLCM3","RF"
"17254","Cuenca del Piray Miní","19602","Argentina","134","130","12","8","122","GFDLCM3","RF"
"17255","Alta cuenca del arroyo Alegría","19603","Argentina","139","130","17","8","122","GFDLCM3","RF"
"17256","Alta cuenca del arroyo Piray Guazú","19604","Argentina","135","119","25","9","110","GFDLCM3","RF"
"17257","Montecarlo","19605","Argentina","139","121","24","6","115","GFDLCM3","RF"
"17258","San Pedro","19606","Argentina","138","129","17","8","121","GFDLCM3","RF"
"17259","Reserva Privada Yaguaroundí","19607","Argentina","129","118","23","12","106","GFDLCM3","RF"
"17260","Parque Provincial Piñalito y alrededores","19608","Argentina","136","128","15","7","121","GFDLCM3","RF"
"17261","Reserva de la Biósfera Yabotí","19609","Argentina","135","131","13","9","122","GFDLCM3","RF"
"17262","Dos de Mayo","19610","Argentina","130","119","17","6","113","GFDLCM3","RF"
"17263","Parque Provincial Salto Encantado del Valle del Cuñá-Pirú y alrededores","19611","Argentina","130","119","17","6","113","GFDLCM3","RF"
"17264","Campo Viera y Campo Ramón","19613","Argentina","116","115","10","9","106","GFDLCM3","RF"
"17265","Campo San Juan","19614","Argentina","105","111","2","8","103","GFDLCM3","RF"
"17266","Cuenca del arroyo Garupá","19615","Argentina","106","111","2","7","104","GFDLCM3","RF"
"17267","Cerro Mártires y Barra Santa María","19616","Argentina","101","108","2","9","99","GFDLCM3","RF"
"17268","Barra Concepción","19617","Argentina","91","99","3","11","88","GFDLCM3","RF"
"17269","Azara","19618","Argentina","91","99","3","11","88","GFDLCM3","RF"
"17270","Parque Provincial Cruce Caballero","19619","Argentina","135","129","15","9","120","GFDLCM3","RF"
"17271","São José da Laje / Canhotinho","20100","Brazil","66","66","2","2","64","GFDLCM3","RF"
"17272","Engenho Coimbra (Usina Serra Grande)","20101","Brazil","62","59","6","3","56","GFDLCM3","RF"
"17273","Murici","20102","Brazil","65","58","9","2","56","GFDLCM3","RF"
"17274","Reserva Biológica de Pedra Talhada","20103","Brazil","64","66","3","5","61","GFDLCM3","RF"
"17275","Usina Cachoeira","20104","Brazil","61","52","12","3","49","GFDLCM3","RF"
"17276","Curaçá","20105","Brazil","55","58","1","4","54","GFDLCM3","RF"
"17277","Raso da Catarina","20106","Brazil","60","61","1","2","59","GFDLCM3","RF"
"17278","Sento Sé / Campo Formoso","20107","Brazil","68","67","6","5","62","GFDLCM3","RF"
"17279","Mangue Seco","20108","Brazil","50","27","24","1","26","GFDLCM3","RF"
"17280","Parque Estadual do Morro do Chapéu","20109","Brazil","68","62","6","0","62","GFDLCM3","RF"
"17281","Matas de Conde e Baixios","20110","Brazil","50","28","24","2","26","GFDLCM3","RF"
"17282","Serra de Bonito","20111","Brazil","75","67","8","0","67","GFDLCM3","RF"
"17283","Itanagra","20112","Brazil","54","30","24","0","30","GFDLCM3","RF"
"17284","Mata da Campina e Fragmentos Adjacentes","20113","Brazil","53","31","24","2","29","GFDLCM3","RF"
"17285","Ibiquera / Ruy Barbosa","20114","Brazil","75","75","4","4","71","GFDLCM3","RF"
"17286","Santo Amaro / Cachoeira","20115","Brazil","52","24","30","2","22","GFDLCM3","RF"
"17287","Parque Nacional da Chapada Diamantina","20116","Brazil","91","84","9","2","82","GFDLCM3","RF"
"17288","Jaguaquara","20117","Brazil","106","105","4","3","102","GFDLCM3","RF"
"17289","Baixo-Sul","20118","Brazil","75","63","14","2","61","GFDLCM3","RF"
"17290","Jequié","20119","Brazil","97","78","21","2","76","GFDLCM3","RF"
"17291","Rio Arrojado","20120","Brazil","72","55","18","1","54","GFDLCM3","RF"
"17292","Boa Nova / Serra da Ouricana","20121","Brazil","105","85","23","3","82","GFDLCM3","RF"
"17293","Ilhéus / Itabuna","20122","Brazil","119","118","5","4","114","GFDLCM3","RF"
"17294","Vitória da Conquista","20123","Brazil","88","71","19","2","69","GFDLCM3","RF"
"17295","Serra do Teimoso","20124","Brazil","113","87","27","1","86","GFDLCM3","RF"
"17296","Una","20125","Brazil","77","72","7","2","70","GFDLCM3","RF"
"17297","Serras das Lontras e do Javi","20126","Brazil","77","72","7","2","70","GFDLCM3","RF"
"17298","Serra Bonita","20127","Brazil","113","87","27","1","86","GFDLCM3","RF"
"17299","Foz dos Rios Pardo e Jequitinhonha","20128","Brazil","81","77","5","1","76","GFDLCM3","RF"
"17300","Santa Cruz Cabrália / Belmonte","20129","Brazil","81","76","7","2","74","GFDLCM3","RF"
"17301","Estação Veracruz","20130","Brazil","79","70","11","2","68","GFDLCM3","RF"
"17302","Parque Nacional do Pau Brasil / Trancoso","20131","Brazil","81","73","12","4","69","GFDLCM3","RF"
"17303","Parque Nacional de Monte Pascoal","20132","Brazil","77","55","28","6","49","GFDLCM3","RF"
"17304","Serra de Itamaraju","20133","Brazil","103","93","12","2","91","GFDLCM3","RF"
"17305","Parque Nacional do Descobrimento","20134","Brazil","83","80","8","5","75","GFDLCM3","RF"
"17306","Rio Mucuri","20135","Brazil","87","41","49","3","38","GFDLCM3","RF"
"17307","Serra de Ibiapaba","20136","Brazil","58","58","1","1","57","GFDLCM3","RF"
"17308","Serras de Maranguape e da Aratanha","20137","Brazil","51","47","6","2","45","GFDLCM3","RF"
"17309","Serra do Baturité","20138","Brazil","52","51","2","1","50","GFDLCM3","RF"
"17310","Chapada do Araripe","20139","Brazil","60","57","7","4","53","GFDLCM3","RF"
"17311","Sooretama / Linhares","20140","Brazil","114","97","22","5","92","GFDLCM3","RF"
"17312","Santa Teresa","20141","Brazil","146","54","99","7","47","GFDLCM3","RF"
"17313","Itarana","20142","Brazil","149","132","25","8","124","GFDLCM3","RF"
"17314","Reserva Biológica de Duas Bocas","20143","Brazil","132","127","11","6","121","GFDLCM3","RF"
"17315","Fazenda Pindobas IV e Arredores","20144","Brazil","154","148","14","8","140","GFDLCM3","RF"
"17316","Parque Nacional do Caparaó","20145","Brazil","157","151","9","3","148","GFDLCM3","RF"
"17317","Encostas da Região de Domingos Martins","20146","Brazil","137","131","12","6","125","GFDLCM3","RF"
"17318","Complexo Pedra Azul / Forno Grande","20147","Brazil","167","154","14","1","153","GFDLCM3","RF"
"17319","Trindade e Martim Vaz","20148","Brazil","2","2","0","0","2","GFDLCM3","RF"
"17320","Ilhas do Litoral Sul do Espírito Santo","20149","Brazil","59","38","26","5","33","GFDLCM3","RF"
"17321","Cafundó e Bananal do Norte","20150","Brazil","159","44","116","1","43","GFDLCM3","RF"
"17322","Mocambinho","20151","Brazil","71","39","34","2","37","GFDLCM3","RF"
"17323","Vale do Peruaçu","20152","Brazil","69","38","32","1","37","GFDLCM3","RF"
"17324","Januária","20153","Brazil","75","33","43","1","32","GFDLCM3","RF"
"17325","Bandeira / Macarani","20154","Brazil","108","99","13","4","95","GFDLCM3","RF"
"17326","Fazenda Santana","20155","Brazil","108","63","51","6","57","GFDLCM3","RF"
"17327","Reserva Biológica da Mata Escura","20156","Brazil","100","74","30","4","70","GFDLCM3","RF"
"17328","Alto Cariri","20157","Brazil","112","86","31","5","81","GFDLCM3","RF"
"17329","Chapada do Catuni","20158","Brazil","67","23","48","4","19","GFDLCM3","RF"
"17330","Botumirim","20159","Brazil","69","61","12","4","57","GFDLCM3","RF"
"17331","Baixo Rio das Velhas","20160","Brazil","79","44","36","1","43","GFDLCM3","RF"
"17332","Parque Estadual do Rio Preto","20161","Brazil","100","97","7","4","93","GFDLCM3","RF"
"17333","Parque Estadual do Pico do Itambé e Serra do Gavião","20162","Brazil","100","97","7","4","93","GFDLCM3","RF"
"17334","Serra do Cipó","20163","Brazil","138","137","6","5","132","GFDLCM3","RF"
"17335","Parque Estadual do Rio Doce","20164","Brazil","155","134","26","5","129","GFDLCM3","RF"
"17336","Serra do Caraça","20166","Brazil","153","152","6","5","147","GFDLCM3","RF"
"17337","Serra da Canastra","20167","Brazil","136","125","13","2","123","GFDLCM3","RF"
"17338","Ouro Preto / Mariana","20168","Brazil","147","145","7","5","140","GFDLCM3","RF"
"17339","Parque Estadual da Serra do Brigadeiro","20169","Brazil","159","154","10","5","149","GFDLCM3","RF"
"17340","Laranjal / Miracema","20170","Brazil","162","30","134","2","28","GFDLCM3","RF"
"17341","Parque Estadual da Serra do Papagaio","20171","Brazil","178","175","5","2","173","GFDLCM3","RF"
"17342","Mamanguape","20172","Brazil","49","45","7","3","42","GFDLCM3","RF"
"17343","Mata do Pau-Ferro","20174","Brazil","56","55","2","1","54","GFDLCM3","RF"
"17344","Parque Nacional de Ilha Grande","20175","Brazil","141","77","77","13","64","GFDLCM3","RF"
"17345","Jaguariaíva","20176","Brazil","146","130","18","2","128","GFDLCM3","RF"
"17346","Cânion do Guartelá","20177","Brazil","146","144","10","8","136","GFDLCM3","RF"
"17347","Parque Estadual das Lauráceas e Entorno","20178","Brazil","171","121","54","4","117","GFDLCM3","RF"
"17348","Guaraqueçaba / Jacupiranga / Cananéia","20179","Brazil","183","179","9","5","174","GFDLCM3","RF"
"17349","Campos Gerais do Paraná","20180","Brazil","156","152","7","3","149","GFDLCM3","RF"
"17350","Várzeas da Região Metropolitana de Curitiba","20181","Brazil","171","170","4","3","167","GFDLCM3","RF"
"17351","Serra do Marumbi","20182","Brazil","174","174","3","3","171","GFDLCM3","RF"
"17352","Parque Estadual do Rio Guarani","20183","Brazil","129","79","56","6","73","GFDLCM3","RF"
"17353","Baixo Curso do Rio Nhundiaquara","20184","Brazil","169","167","4","2","165","GFDLCM3","RF"
"17354","Parque Nacional do Iguaçu","20185","Brazil","138","84","61","7","77","GFDLCM3","RF"
"17355","Corredor do Iguaçu","20186","Brazil","134","116","27","9","107","GFDLCM3","RF"
"17356","Rio Guaraguaçu","20187","Brazil","165","165","3","3","162","GFDLCM3","RF"
"17357","Área de Proteção Ambiental de Guaratuba","20188","Brazil","172","172","3","3","169","GFDLCM3","RF"
"17358","Ilhas dos Currais","20189","Brazil","0","0","0","0","0","GFDLCM3","RF"
"17359","Várzeas do Curso Médio-Superior do Rio Iguaçu","20190","Brazil","144","143","6","5","138","GFDLCM3","RF"
"17360","Várzeas em Tijucas do Sul","20191","Brazil","164","162","6","4","158","GFDLCM3","RF"
"17361","General Carneiro","20192","Brazil","138","147","1","10","137","GFDLCM3","RF"
"17362","Mata do Estado","20194","Brazil","59","60","2","3","57","GFDLCM3","RF"
"17363","Serra do Mascarenhas","20195","Brazil","52","37","17","2","35","GFDLCM3","RF"
"17364","Igarassu","20196","Brazil","54","41","14","1","40","GFDLCM3","RF"
"17365","Brejo de Taquaritinga","20197","Brazil","49","49","3","3","46","GFDLCM3","RF"
"17366","Tapacurá","20198","Brazil","56","50","8","2","48","GFDLCM3","RF"
"17367","Complexo Gurjaú","20199","Brazil","54","49","7","2","47","GFDLCM3","RF"
"17368","Reserva Ecológica Maurício Dantas","20200","Brazil","50","48","3","1","47","GFDLCM3","RF"
"17369","Brejo dos Cavalos","20201","Brazil","62","59","3","0","59","GFDLCM3","RF"
"17370","Guadalupe","20202","Brazil","56","49","9","2","47","GFDLCM3","RF"
"17371","Parque Nacional do Catimbau","20203","Brazil","56","56","1","1","55","GFDLCM3","RF"
"17372","Serra Negra (Floresta)","20204","Brazil","54","52","2","0","52","GFDLCM3","RF"
"17373","Serra do Urubu","20205","Brazil","60","54","7","1","53","GFDLCM3","RF"
"17374","Parque Nacional da Serra da Capivara","20207","Brazil","63","59","5","1","58","GFDLCM3","RF"
"17375","Estação Ecológica de Uruçuí-Una","20208","Brazil","63","57","9","3","54","GFDLCM3","RF"
"17376","Parque Nacional da Serra das Confusões","20209","Brazil","63","58","6","1","57","GFDLCM3","RF"
"17377","Nascentes do Rio Parnaíba","20210","Brazil","69","57","13","1","56","GFDLCM3","RF"
"17378","Parque Estadual do Desengano e Entorno","20211","Brazil","154","60","101","7","53","GFDLCM3","RF"
"17379","Parque Nacional de Itatiaia","20212","Brazil","178","175","5","2","173","GFDLCM3","RF"
"17380","Região Serrana do Rio de Janeiro","20213","Brazil","178","177","5","4","173","GFDLCM3","RF"
"17381","Reserva Biológica União","20214","Brazil","164","150","16","2","148","GFDLCM3","RF"
"17382","Serra dos Órgãos","20215","Brazil","187","183","6","2","181","GFDLCM3","RF"
"17383","Reserva Biológica de Poço das Antas","20216","Brazil","137","107","34","4","103","GFDLCM3","RF"
"17384","Serra do Tinguá","20217","Brazil","189","183","7","1","182","GFDLCM3","RF"
"17385","Maciços da Tijuca e Pedra Branca","20218","Brazil","181","106","76","1","105","GFDLCM3","RF"
"17386","Restinga de Maçambaba e Ilha de Cabo Frio","20219","Brazil","137","107","34","4","103","GFDLCM3","RF"
"17387","Ilha Grande","20220","Brazil","63","33","30","0","33","GFDLCM3","RF"
"17388","Serra da Bocaina / Paraty / Angra dos Reis","20221","Brazil","190","184","6","0","184","GFDLCM3","RF"
"17389","Atol das Rocas","20222","Brazil","16","18","0","2","16","GFDLCM3","RF"
"17390","Mata Estrela","20223","Brazil","48","42","8","2","40","GFDLCM3","RF"
"17391","Estação Ecológica do Seridó","20224","Brazil","48","39","11","2","37","GFDLCM3","RF"
"17392","Parque Estadual do Turvo","20225","Brazil","125","125","11","11","114","GFDLCM3","RF"
"17393","Campos do Planalto das Araucárias","20226","Brazil","143","143","3","3","140","GFDLCM3","RF"
"17394","Banhado São Donato","20227","Brazil","80","88","7","15","73","GFDLCM3","RF"
"17395","Campos de Cima da Serra","20228","Brazil","146","142","5","1","141","GFDLCM3","RF"
"17396","Região dos Aparados da Serra","20229","Brazil","148","144","7","3","141","GFDLCM3","RF"
"17397","Banhado dos Pachecos","20230","Brazil","105","99","14","8","91","GFDLCM3","RF"
"17398","Médio Rio Camaquã","20231","Brazil","96","94","5","3","91","GFDLCM3","RF"
"17399","Parque Nacional da Lagoa do Peixe","20232","Brazil","80","82","0","2","80","GFDLCM3","RF"
"17400","Campos da Região de Bagé","20233","Brazil","76","75","3","2","73","GFDLCM3","RF"
"17401","Região de Pinheiro Machado","20234","Brazil","75","77","1","3","74","GFDLCM3","RF"
"17402","Estuário da Laguna dos Patos","20235","Brazil","79","85","0","6","79","GFDLCM3","RF"
"17403","Várzea do Canal São Gonçalo","20236","Brazil","79","86","0","7","79","GFDLCM3","RF"
"17404","Banhado do Maçarico e Cordões Litorâneos Adjacentes","20237","Brazil","78","84","1","7","77","GFDLCM3","RF"
"17405","Banhado do Taim","20238","Brazil","75","75","2","2","73","GFDLCM3","RF"
"17406","Baía da Babitonga","20239","Brazil","167","167","3","3","164","GFDLCM3","RF"
